csvNORAD_ID,TLE_LINE1,TLE_LINE2
90367U,1 90367U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90367  97.5558 313.5117 0004859 127.9655 256.3454 15.260507257
90368U,1 90368U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90368  96.0114 146.1998 0006019  77.7627 350.9653 15.381410378
90369U,1 90369U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90369  97.4752  48.5579 0001038  23.9347   8.2164 15.277294559
90370U,1 90370U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90370  96.6759  55.8605 0003717 354.9897  85.1168 15.365603020
90371U,1 90371U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90371  97.8977 276.2307 0007837 283.7283  55.9222 15.327513491
90372U,1 90372U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90372  98.1749  66.8237 0007585  68.0472 227.2789 15.315092592
90373U,1 90373U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90373  98.1494 171.5276 0001129 244.2416 349.3073 15.284661293
90374U,1 90374U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90374  97.4306 275.4463 0002229 136.5019 135.9041 15.377927534
90375U,1 90375U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90375  95.1890 251.7006 0007147 190.6043 281.3648 15.339030765
90376U,1 90376U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90376  98.9914  27.4008 0005438 282.2888 292.7584 15.280238366
90377U,1 90377U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90377  95.5277 100.6756 0003984 176.0728  55.6359 15.256242967
90378U,1 90378U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90378  97.5091 118.3073 0005942 330.9012 178.0186 15.277667878
90379U,1 90379U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90379  95.9088  99.5566 0006964 231.4612 342.0963 15.357763599
90380U,1 90380U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90380  97.8915 307.6642 0003941 241.1376 313.3024 15.327890340
90381U,1 90381U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90381  95.1599 150.3505 0007690  53.2721 104.1423 15.330237351
90382U,1 90382U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90382  98.2707 129.0912 0001051 240.9449 359.9760 15.248535282
90383U,1 90383U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90383  95.3400 253.8335 0009712 166.3495 176.2506 15.282447783
90384U,1 90384U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90384  95.9138 227.6407 0009130  34.7795  97.3054 15.329184454
90385U,1 90385U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90385  96.1058 317.3225 0002858 321.5586 304.0456 15.359389925
90386U,1 90386U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90386  97.0760 124.9460 0007482  93.4763 321.4475 15.348447706
90387U,1 90387U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90387  96.2136 123.1373 0009416 227.9927 141.5560 15.344681857
90388U,1 90388U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90388  96.4614  67.1887 0007632  53.8831 107.4156 15.386037038
90389U,1 90389U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90389  95.4450  88.2947 0003778 328.3110 303.4672 15.283139329
90390U,1 90390U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90390  95.6350 286.0901 0005514 263.8598   5.8177 15.378083190
90391U,1 90391U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90391  97.5170 308.1763 0002472  35.4678 330.5053 15.272581511
90392U,1 90392U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90392  96.8645  52.2153 0006305 163.8239 277.9108 15.289337302
90393U,1 90393U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90393  96.3545 333.3660 0009426 234.4169 231.2672 15.273843403
90394U,1 90394U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90394  97.3907 249.3735 0008749 254.0951 308.6257 15.372255804
90395U,1 90395U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90395  95.1172 340.2775 0004213 258.2638 208.0234 15.265706325
90396U,1 90396U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90396  97.0335 253.5736 0003985 144.6225 311.7312 15.343684716
90397U,1 90397U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90397  98.5470 218.0713 0007003 209.0609  29.8922 15.220989887
90398U,1 90398U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90398  98.8998 252.0867 0004051 117.5903 117.5724 15.364039158
90399U,1 90399U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90399  97.7159 324.0291 0006719  79.1139 203.6884 15.320437459
90400U,1 90400U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90400  97.0141 116.1493 0009095  77.5023 150.6654 15.382753010
90401U,1 90401U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90401  97.2613 356.2046 0004512 111.4680 293.1361 15.277730751
90402U,1 90402U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90402  97.3541 149.6999 0004653  57.3327 214.7146 15.221189302
90403U,1 90403U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90403  97.5786 225.6354 0002197 305.7111 134.0922 15.322747233
90404U,1 90404U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90404  95.1517 276.2443 0008204  19.3490 144.3777 15.285261874
90405U,1 90405U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90405  98.8509  40.6263 0009905 133.7508 328.3908 15.361396755
90406U,1 90406U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90406  97.6850  24.8576 0001173 206.3921 258.9405 15.366653226
90407U,1 90407U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90407  98.0650 314.8229 0006768 249.9648 163.2343 15.375991867
90408U,1 90408U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90408  97.8986 303.8293 0001346 118.2607  59.4592 15.259076768
90409U,1 90409U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90409  95.0424 104.4411 0008774 303.9954 310.1953 15.236113179
90410U,1 90410U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90410  95.4856 283.4986 0008257 248.3268 319.4559 15.332986190
90411U,1 90411U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90411  96.6634 244.8361 0006775  94.1076  14.3607 15.288349421
90412U,1 90412U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90412  96.1388  45.9967 0006529  74.0872 188.0635 15.368006692
90413U,1 90413U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90413  98.5426 141.6801 0005065 180.1883  47.7062 15.360603883
90414U,1 90414U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90414  97.9205 284.1851 0002292 130.1829 249.6619 15.230086344
90415U,1 90415U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90415  97.5554 119.6538 0004873 243.1485 214.3534 15.340145925
90416U,1 90416U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90416  98.7080  25.2615 0002801  37.9782 197.1164 15.262086046
90417U,1 90417U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90417  97.2611  21.3206 0006162  16.0636 176.3044 15.285363937
90418U,1 90418U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90418  96.3991 112.2242 0005455 282.4828 166.0975 15.294650858
90419U,1 90419U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90419  96.7504  61.8480 0001261 156.0522 302.5583 15.231169389
90420U,1 90420U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90420  98.4449 202.9217 0001450  98.6110 231.1310 15.312218400
90421U,1 90421U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90421  95.3488 331.3404 0007588 147.9587 236.4083 15.251441211
90422U,1 90422U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90422  96.6228 209.1110 0008704  67.3310 205.0766 15.230350102
90423U,1 90423U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90423  97.6509 183.7607 0009882 173.3855  22.9010 15.228677073
90424U,1 90424U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90424  98.6851 156.3642 0008378 306.6480  82.4615 15.377221954
90425U,1 90425U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90425  97.6717 195.7478 0004934  88.9154 274.3355 15.281790015
90426U,1 90426U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90426  98.4944 212.2919 0002023 103.5222 230.7965 15.242693536
90427U,1 90427U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90427  96.3399  75.2963 0002118 134.4141 170.6583 15.226907577
90428U,1 90428U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90428  95.3793 325.0344 0006094 332.8891   1.2224 15.368009328
90429U,1 90429U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90429  97.9097  53.9885 0003600 312.4125  54.8373 15.287442889
90430U,1 90430U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90430  96.0791 163.7773 0004552 336.9020  25.3248 15.300557140
90431U,1 90431U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90431  97.8161 324.1653 0004729  78.1906 141.0035 15.285510691
90432U,1 90432U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90432  97.3800  37.5268 0001548  60.0005 218.4630 15.277912972
90433U,1 90433U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90433  95.3216  86.1302 0002880 306.4873  75.1505 15.385560063
90434U,1 90434U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90434  98.9256  85.3140 0005094 266.4699  45.3625 15.312601704
90435U,1 90435U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90435  96.8058 146.1990 0008686 316.1554 159.4821 15.296623785
90436U,1 90436U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90436  95.5716 236.8251 0004742  87.6493 127.7480 15.264914926
90437U,1 90437U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90437  97.3592 238.7093 0004358 115.6873 337.9267 15.293735097
90438U,1 90438U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90438  96.3678  44.2549 0007590 277.8498 210.5623 15.312327578
90439U,1 90439U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90439  96.1713 178.5142 0005699 180.0132 340.3639 15.326241769
90440U,1 90440U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90440  96.0541 331.8722 0005300 191.2742  79.8636 15.267503110
90441U,1 90441U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90441  96.8643 259.1177 0002741  30.8501 340.6058 15.229759091
90442U,1 90442U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90442  97.9205 281.8896 0006407   5.7984 254.9428 15.268013582
90443U,1 90443U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90443  98.8969 330.9502 0005344 105.2702 192.4159 15.362366463
90444U,1 90444U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90444  98.7394  64.4241 0005956   9.2853 300.8489 15.364496334
90445U,1 90445U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90445  97.4566 283.8847 0008731 240.1848 278.9993 15.262526245
90446U,1 90446U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90446  96.7106 119.6986 0004374 111.3529  85.0162 15.368942736
90447U,1 90447U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90447  96.1757 210.9531 0007248 332.8039 304.6777 15.284516017
90448U,1 90448U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90448  98.9328 339.5858 0007438 195.5696 159.7351 15.265226618
90449U,1 90449U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90449  98.7535  31.7339 0004017 329.9917 250.3367 15.295116289
90450U,1 90450U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90450  98.2683 172.4648 0003907 281.3020 309.7539 15.354246510
90451U,1 90451U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90451  95.3507 279.5915 0008196  14.8848 345.4476 15.229979461
90452U,1 90452U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90452  98.8784  87.0201 0009567 124.6297  86.6508 15.361555782
90453U,1 90453U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90453  96.7150 200.4560 0002072 330.8370 108.1101 15.304516953
90454U,1 90454U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90454  98.9547  50.4076 0001522  32.2099  15.4804 15.231823264
90455U,1 90455U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90455  95.5066  85.1468 0006492 117.0613 123.8361 15.222034885
90456U,1 90456U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90456  98.3833 255.1098 0006829 294.5219  25.5983 15.224496966
90457U,1 90457U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90457  95.5549  36.4377 0007853 340.4386 324.4649 15.267064497
90458U,1 90458U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90458  97.3326 302.5300 0002554 314.7664 249.1394 15.288131828
90459U,1 90459U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90459  95.1397 212.0106 0003221 224.7005 342.8453 15.315096639
90460U,1 90460U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90460  95.4891 308.3245 0008218 253.8836  47.4590 15.246210360
90461U,1 90461U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90461  98.7631 197.8453 0004900  78.5251 279.8574 15.368619111
90462U,1 90462U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90462  95.6134  18.9918 0009394 154.9819 335.4740 15.359772872
90463U,1 90463U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90463  96.3492 253.2409 0007612  70.7999   8.6492 15.335978243
90464U,1 90464U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90464  95.6920 329.3981 0008473 228.4872 164.7994 15.329855324
90465U,1 90465U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90465  97.9047   6.9721 0001872  93.5697 116.6262 15.354949125
90466U,1 90466U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90466  98.6536 181.9492 0002685 125.1008 140.1639 15.300859716
90467U,1 90467U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90467  98.9845  51.5239 0001143 331.2239   4.2260 15.365760117
90468U,1 90468U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90468  95.8234 262.5407 0009655  85.0379 298.4448 15.347360568
90469U,1 90469U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90469  95.5620 202.3406 0003198 146.2575  42.7347 15.311648119
90470U,1 90470U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90470  98.2458 108.2105 0007171 109.3824 280.3369 15.284459670
90471U,1 90471U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90471  95.3463 260.4451 0005858 220.4096 272.6943 15.357519051
90472U,1 90472U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90472  98.4721 271.6768 0001435  82.3381 273.4958 15.285017242
90473U,1 90473U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90473  96.0610 236.1971 0005130  89.2882   4.6086 15.356765643
90474U,1 90474U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90474  96.8678  61.4606 0004164 147.0204 250.4980 15.299038274
90475U,1 90475U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90475  95.9132 213.6753 0007176 108.8105  71.0476 15.288237535
90476U,1 90476U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90476  98.2961  98.0749 0007957  18.4350 308.6305 15.326810046
90477U,1 90477U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90477  98.0520 262.7425 0007196 309.1997  86.2735 15.346094907
90478U,1 90478U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90478  96.6158 231.4644 0009583 205.7272  34.4368 15.318351188
90479U,1 90479U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90479  97.6063 248.8474 0009719  93.0989  76.6378 15.328830529
90480U,1 90480U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90480  95.8693  24.4156 0003265 267.8477 307.6797 15.329556490
90481U,1 90481U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90481  96.4291 191.3839 0008212 125.1992 119.1367 15.236607931
90482U,1 90482U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90482  97.6832 142.6010 0001360 298.3998  83.9215 15.274707482
90483U,1 90483U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90483  97.1852 113.7764 0008856 147.7255  42.0894 15.282125283
90484U,1 90484U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90484  96.5363 349.6081 0006683 195.9283 328.8057 15.381756064
90485U,1 90485U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90485  95.3178 149.4131 0009841 142.0202 146.7954 15.263807965
90486U,1 90486U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90486  96.3814 295.5201 0004164 259.2330  47.9329 15.325484036
90487U,1 90487U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90487  96.2626 235.3986 0002248 230.3745 272.9587 15.253043637
90488U,1 90488U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90488  95.8995  72.6268 0005600 270.1006  71.0249 15.284257348
90489U,1 90489U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90489  95.8897 100.6535 0007462 279.3242 186.5277 15.382335219
90490U,1 90490U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90490  98.1054 352.7563 0007680 353.8662 143.1871 15.314428930
90491U,1 90491U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90491  95.6806  69.0132 0005244  25.4965  69.5892 15.240670471
90492U,1 90492U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90492  95.4526  28.4731 0006101 231.4830 318.1421 15.295235172
90493U,1 90493U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90493  95.7028 116.4430 0003520  32.1370 339.4895 15.289208863
90494U,1 90494U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90494  95.7758 286.0621 0005418 158.1499 157.1027 15.227361134
90495U,1 90495U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90495  97.6335 347.9218 0009852 329.4052 343.7473 15.224133395
90496U,1 90496U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90496  98.5676   5.8312 0004745 206.1923  91.5110 15.353682656
90497U,1 90497U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90497  96.5324  39.0121 0005214 176.0436  14.0017 15.338544027
90498U,1 90498U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90498  96.0079  97.1065 0004244  54.9729  18.0686 15.227405148
90499U,1 90499U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90499  95.3003 267.8312 0008490  40.5771 115.9947 15.236972649
90500U,1 90500U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90500  95.7180 140.6097 0005697  86.2109 292.8855 15.376807270
90501U,1 90501U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90501  97.9708 148.9001 0004053 284.0150 124.7392 15.365569641
90502U,1 90502U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90502  95.5364 282.1574 0009301  21.9949 207.9115 15.288810802
90503U,1 90503U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90503  98.2797  94.0784 0008965 351.5299  20.9825 15.317159123
90504U,1 90504U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90504  96.4954 151.3152 0005413 125.7081 280.1172 15.358451024
90505U,1 90505U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90505  97.6426 345.9414 0009411  26.7553 326.8758 15.293620205
90506U,1 90506U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90506  96.2628 303.6208 0001786  51.2866  53.1470 15.324225476
90507U,1 90507U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90507  96.5712 228.7165 0008944 179.6714 275.2775 15.247995337
90508U,1 90508U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90508  96.6672  51.2869 0006193   6.8730 222.3929 15.293009148
90509U,1 90509U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90509  95.6461 301.9608 0007917 354.9868 358.7391 15.273326529
90510U,1 90510U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90510  95.2409 216.9946 0007676 213.1087  59.8239 15.365574290
90511U,1 90511U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90511  97.7550 194.9213 0006882  52.2021 103.3505 15.286721221
90512U,1 90512U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90512  95.0883  28.6022 0007571 193.9478 328.7574 15.250475832
90513U,1 90513U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90513  95.2137  97.2523 0003245 161.3797 318.9413 15.282072913
90514U,1 90514U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90514  96.4852 223.3668 0001910 267.2617 121.7245 15.285959914
90515U,1 90515U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90515  96.5386  51.1685 0001901 132.5214 284.8003 15.257996365
90516U,1 90516U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90516  96.1099 167.0707 0004693 342.7932 101.7105 15.290447616
90517U,1 90517U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90517  96.6077 162.3062 0004009 240.5630 315.4891 15.234961397
90518U,1 90518U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90518  95.3258  54.3824 0008388  15.9557 187.6356 15.331092818
90519U,1 90519U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90519  95.9092  68.7563 0005707 336.1019 280.9263 15.236674729
90520U,1 90520U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90520  96.0301 249.2300 0008767 217.3460 286.6011 15.258100040
90521U,1 90521U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90521  97.0373 176.7545 0002146 190.7548 238.8909 15.261544741
90522U,1 90522U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90522  95.7008 162.0090 0008666  86.0352 104.6633 15.368202022
90523U,1 90523U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90523  96.7651 130.3792 0003461 168.5305 213.9835 15.285272843
90524U,1 90524U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90524  96.1440  15.3633 0005959 318.0228  62.8348 15.308892354
90525U,1 90525U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90525  96.2155 176.3221 0007112 305.1162 187.9217 15.376876865
90526U,1 90526U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90526  97.8976  45.2763 0008767 240.9854 295.7171 15.364848096
90527U,1 90527U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90527  98.4885 207.9583 0002016 169.3977   5.9839 15.364025537
90528U,1 90528U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90528  98.6527 351.6186 0001871 279.0222 144.1902 15.238242198
90529U,1 90529U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90529  96.4458 103.0776 0006621  28.0579 148.8672 15.385416059
90530U,1 90530U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90530  96.9519  80.0305 0006878 314.8235  50.9030 15.346845430
90531U,1 90531U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90531  98.5636 257.5690 0001754 278.1793 112.2895 15.349871511
90532U,1 90532U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90532  95.3983 150.2690 0006836 312.5015  37.6779 15.275973192
90533U,1 90533U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90533  97.0969 156.6896 0005774  65.0089 162.0441 15.359085483
90534U,1 90534U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90534  97.8452 263.1205 0004697  88.8111  72.3298 15.222084964
90535U,1 90535U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90535  97.3434  89.3046 0006635 289.1664 355.2370 15.346085155
90536U,1 90536U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90536  96.8582 186.8366 0001116 140.6258 177.0511 15.247083546
90537U,1 90537U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90537  95.8724 308.9323 0003759 179.9292  23.8863 15.228471537
90538U,1 90538U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90538  96.5200 152.1465 0003188 216.9405 243.3695 15.345652818
90539U,1 90539U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90539  98.5451 144.9742 0006764 311.2117 112.2295 15.245861969
90540U,1 90540U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90540  98.2472 217.7213 0005702 130.2672  39.6391 15.273504910
90541U,1 90541U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90541  96.0758  32.6540 0001432 165.8279 264.5985 15.261636301
90542U,1 90542U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90542  95.3880 325.4201 0005121 274.8734 102.4907 15.322495282
90543U,1 90543U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90543  96.7927 277.0176 0004773 162.9238 338.6234 15.355921883
90544U,1 90544U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90544  96.7550 208.4827 0002295 191.0358   8.1967 15.274292024
90545U,1 90545U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90545  96.7094 346.1919 0006956 241.5865  24.9315 15.237724655
90546U,1 90546U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90546  96.5381 203.0089 0001128 216.3804 358.5665 15.363225286
90547U,1 90547U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90547  95.5645 302.8056 0007105 120.9821 209.9159 15.328824007
90548U,1 90548U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90548  95.0572 105.7020 0004766 272.4545 119.1044 15.227849028
90549U,1 90549U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90549  98.0023 131.6859 0001155  37.0170 212.6675 15.285804689
